,name,id,popularity,genres,followers,image_url
0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,96,country,12985662,https://i.scdn.co/image/ab6761610000e5eb4245b1652fcc23f2b76ccd07
1,Taylor Swift,06HL4z0CvFAxyc27GXpf02,99,None,139375324,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676
2,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,95,None,113782342,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da
3,Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,94,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, electro corridos, sad sierreño, dembow belico",16636878,https://i.scdn.co/image/ab6761610000e5eb158a3d24a31166b983e26325
4,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,92,None,23609215,https://i.scdn.co/image/ab6761610000e5eb78e45cfa4697ce3c437cb455
5,Tate McRae,45dkTj5sMRSjrmBSBeiHym,91,None,8110730,https://i.scdn.co/image/ab6761610000e5ebb77b062820e89779ce16fc21
6,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,93,pop,105843991,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0
7,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,93,None,67378110,https://i.scdn.co/image/ab6761610000e5eb373e1be0410d4212bf72acab
8,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,93,None,72826176,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd
9,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,93,"art pop, pop",39206457,https://i.scdn.co/image/ab6761610000e5ebaadc18cac8d48124357c38e6
10,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,92,None,48513312,https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261
11,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,91,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",22172649,https://i.scdn.co/image/ab6761610000e5ebe5283f5b671cf618b82a2696
12,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,92,None,58879322,https://i.scdn.co/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb
13,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,92,None,82975515,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36
14,Benson Boone,22wbnEMDvgVIAGdFeek6ET,89,None,6090367,https://i.scdn.co/image/ab6761610000e5ebb68234e1a673acc3d873d3e6
15,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,88,None,9022689,https://i.scdn.co/image/ab6761610000e5eb6a5bff9f9278d4eea13bb67e
16,Beyoncé,6vWDO969PvNqNYHIOW5v0m,89,None,40513176,https://i.scdn.co/image/ab6761610000e5eb7eaa373538359164b843f7c0
17,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,88,None,34000288,https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd
18,Junior H,7Gi6gjaWy3DxyilpF1a8Is,90,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",25678348,https://i.scdn.co/image/ab6761610000e5eb50998d90507d8c1603b2530b
19,Neton Vega,6pV5zH2LzjOUHaAvENdMMa,90,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico",2804298,https://i.scdn.co/image/ab6761610000e5eb2fcd184b0b566e4e8f550ef8
20,Charli xcx,25uiPmTg16RbhZWAqwLBy5,88,"hyperpop, art pop",5771655,https://i.scdn.co/image/ab6761610000e5eb936885667ef44c306483c838
21,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,92,soft pop,120936011,https://i.scdn.co/image/ab6761610000e5eb399444ed4eace08b549d1161
22,Hozier,2FXC3k01G6Gw61bmprjgqS,86,None,8879647,https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a
23,Tito Double P,5eumcnUkdmGvkvcsx1WFNG,90,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, música mexicana",8281685,https://i.scdn.co/image/ab6761610000e5eb694aa9565fcf01714b88dc2f
24,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,88,None,46681232,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4
25,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,86,None,6466285,https://i.scdn.co/image/ab6761610000e5ebcde5a0d57c1b79de5fce6bee
26,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,88,None,4982867,https://i.scdn.co/image/ab6761610000e5ebf9cf783eb03eb66aa43943ba
27,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,85,"classic rock, yacht rock, soft rock",13328463,https://i.scdn.co/image/ab6761610000e5ebc8752dd511cda8c31e9daee8
28,Pitbull,0TnOYISbd1XYRBk9myaseg,89,None,11671574,https://i.scdn.co/image/ab6761610000e5eb4051627b19277613e0e62a34
29,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,87,None,33580769,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97
30,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,87,None,6165446,https://i.scdn.co/image/ab6761610000e5ebf6d51e6f5342d2d363220920
31,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,91,"edm, dance",27067194,https://i.scdn.co/image/ab6761610000e5ebf150017ca69c8793503c2d4f
32,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,90,pop,46214676,https://i.scdn.co/image/ab6761610000e5eb0c68f6c95232e716f0abee8d
33,Katy Perry,6jJ0s89eD6GaHleKKya26X,88,pop,37454177,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f
34,Maroon 5,04gDigrS5kc9YWfZHwBETP,88,pop,45085811,https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77
35,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,89,None,57531249,https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38
36,Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,81,None,1397953,https://i.scdn.co/image/ab6761610000e5ebabb501717aa1717ea4798061
37,Lorde,163tK9Wjr9P9DmM0AVK7lm,84,None,10380777,https://i.scdn.co/image/ab6761610000e5ebaa69380a8d5203257611662d
38,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,86,None,26111833,https://i.scdn.co/image/ab6761610000e5ebf4cccd14ec026038d713e353
39,Khalid,6LuN9FCkKOj5PcnpouEgny,85,None,16753305,https://i.scdn.co/image/ab6761610000e5eb24ff450c42d4e36fb34a7631
40,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,86,dream pop,16202313,https://i.scdn.co/image/ab6761610000e5eb0e871e0389b9722cc12a4118
41,Forrest Frank,1scVfBymTr3CeZ4imMj1QJ,81,"christian pop, christian hip hop, christian, worship, gospel r&b",1594884,https://i.scdn.co/image/ab6761610000e5ebfc23429951b765040e928baf
42,BTS,3Nrfpe0tUJi4K4DXYWgMUX,89,k-pop,79526203,https://i.scdn.co/image/ab6761610000e5ebd642648235ebf3460d2d1f6a
43,Shakira,0EmeFodog0BfCgMzAIvKQp,89,latin pop,38403488,https://i.scdn.co/image/ab6761610000e5eb2528c726e5ddb90a7197e527
44,TV Girl,0Y6dVaC9DZtPNH4591M42W,83,None,11281939,https://i.scdn.co/image/ab6761610000e5ebd80695211689a9c8c3fee3b0
45,Stray Kids,2dIgFjalVxs4ThymZ67YCE,87,"k-pop, noise music",19384032,https://i.scdn.co/image/ab6761610000e5ebdbe356bad5c3576e77dbf36f
46,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,79,"country, acoustic country",6916199,https://i.scdn.co/image/ab6761610000e5eb70d22778295f215b94941a21
47,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,79,"country, acoustic country",9277654,https://i.scdn.co/image/ab6761610000e5eb9754cf0a7b838caafa4b8b55
48,Kesha,6LqNN22kT3074XbTVUrhzX,84,None,8827386,https://i.scdn.co/image/ab6761610000e5eb1c43cbfb50d7ac393df96ae5
49,Clairo,3l0CmX0FuQjFxr8SK7Vqag,82,bedroom pop,6196358,https://i.scdn.co/image/ab6761610000e5eb4804c4a44c85afea1a72d1bd
50,Halsey,26VFTg2z8YR0cCuwLzESi2,84,None,22182165,https://i.scdn.co/image/ab6761610000e5eb7f17140567e7df5799d5c3a9
51,Justin Timberlake,31TPClRtHm23RisEBtV3X7,84,None,15448433,https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e
52,Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,86,"corrido, corridos bélicos, corridos tumbados, electro corridos, dembow belico, banda, sad sierreño, sierreño, música mexicana",8418030,https://i.scdn.co/image/ab6761610000e5ebdb116ddecbb3006862956e65
53,T-Pain,3aQeKQSyrW4qWr35idm0cy,82,None,5528060,https://i.scdn.co/image/ab6761610000e5eb99a856ab4ab752d85e50a750
54,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,86,None,52716178,https://i.scdn.co/image/ab6761610000e5eb815e520e3ce7fe210046ba66
55,Paramore,74XFHRwlV6OrjEM0A2NCMF,82,"pop punk, emo",9486895,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865
56,Green Day,7oPftvlwr6VrsViSDV7fJY,84,"punk, pop punk",16784839,https://i.scdn.co/image/ab6761610000e5eb6ff0cd5ef2ecf733804984bb
57,Akon,0z4gvV4rjIZ9wHck67ucSV,85,None,5705715,https://i.scdn.co/image/ab6761610000e5eb8c5984726ddb2c2d90ada28d
58,Harry Styles,6KImCVD70vtIoJWnq6nGn3,85,None,33770521,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb
59,Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,87,"corridos tumbados, corrido, corridos bélicos, electro corridos, dembow belico, sad sierreño",5822151,https://i.scdn.co/image/ab6761610000e5eb2cf67eda29b21ec665663dba
60,Shaboozey,3y2cIKLjiOlp1Np37WiUdH,81,None,1238449,https://i.scdn.co/image/ab6761610000e5eb2361ab73b5a386e2522790e8
61,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,86,None,39774852,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8
62,Natanael Cano,0elWFr7TW8piilVRYJUe4P,86,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos, música mexicana, banda",19681811,https://i.scdn.co/image/ab6761610000e5eb7e2078873c8ccd9f968de1cf
63,Adele,4dpARuHxo51G3z768sgnrY,86,soft pop,64717043,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17
64,Mitski,2uYWxilOVlUdk4oV9DvwqK,82,None,10570392,https://i.scdn.co/image/ab6761610000e5eb4bdb3888818637acb71c4a13
65,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,92,"hindi pop, bollywood, desi, bangla pop",150546688,https://i.scdn.co/image/ab6761610000e5eb5ba2d75eb08a2d672f9b69b7
66,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,82,bedroom pop,5915387,https://i.scdn.co/image/ab6761610000e5ebe7c6cea0c83857388127fced
67,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,85,None,9089272,https://i.scdn.co/image/ab6761610000e5ebb3037310c07b99cbefbd2c6d
68,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,85,soft pop,18357103,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b
69,mgk,6TIYQ3jFPwQSRmorSezPxX,81,None,5560537,https://i.scdn.co/image/ab6761610000e5eb60306b56791163f32700ddaa
70,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,81,"emo, pop punk",11307523,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac
71,Britney Spears,26dSoYclwsYLMAKD3tpOr4,84,pop,16995315,https://i.scdn.co/image/ab6761610000e5eb26e59b825251b7df20a7b65e
72,JENNIE,250b0Wlc5Vk0CoUsaCY84M,87,k-pop,10774801,https://i.scdn.co/image/ab6761610000e5eba8e3627e392a1d8f539cb575
73,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,83,None,13508055,https://i.scdn.co/image/ab6761610000e5eb8699856fde13105fa01279ad
74,Sia,5WUlDfRSoLAfcVSX1WnrxN,86,None,30020125,https://i.scdn.co/image/ab6761610000e5eb64db06dfda27bb045bc1c2f5
75,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,84,None,21106472,https://i.scdn.co/image/ab6761610000e5eb44434ab91c37f5407f8e83b6
76,Addison Rae,4gvjmrtzydbMpyJaXUtwvP,82,None,1084066,https://i.scdn.co/image/ab6761610000e5eb8aaca79d5544dc02bea2b6b2
77,Flo Rida,0jnsk9HBra6NMjO2oANoPY,83,None,8934385,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452
78,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,81,"emo, pop punk",9844925,https://i.scdn.co/image/ab6761610000e5eb9c00ad0308287b38b8fdabc2
79,Lola Young,67FB4n52MgexGQIG8s0yUH,83,None,1189184,https://i.scdn.co/image/ab6761610000e5eb72440981cd31315dbf45d359
80,Sam Smith,2wY79sveU1sp5g7SokKOiI,84,soft pop,25883608,https://i.scdn.co/image/ab6761610000e5ebc4c97d96c08e4bb7c5f574aa
81,Pritam,1wRPtKGflJrBx9BmLsSwlU,90,"bollywood, hindi pop, desi, sufi",52999842,https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca
82,Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,84,"corridos tumbados, corrido, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",5414390,https://i.scdn.co/image/ab6761610000e5eb2733fc2a06be757b497ceb91
83,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,79,baroque pop,4950627,https://i.scdn.co/image/ab6761610000e5eba6132f35731872a047c7588f
84,Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,80,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",6310788,https://i.scdn.co/image/ab6761610000e5ebe79680f6eb615c1f8d76222a
85,NF,6fOMl44jA4Sp5b9PpYCkzz,79,christian hip hop,10926583,https://i.scdn.co/image/ab6761610000e5eb1cf142a710a2f3d9b7a62da1
86,Eagles,0ECwFtbIWEVNwjlrfc6xoL,79,"classic rock, yacht rock, soft rock",11813673,https://i.scdn.co/image/ab6761610000e5eb0767e116a2307495e37cd7fb
87,blink-182,6FBDaR13swtiWwGhX1WQsP,79,"pop punk, punk, rock, skate punk, emo",9071963,https://i.scdn.co/image/ab6761610000e5eb5da36f8b98dd965336a1507a
88,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,84,None,45130084,https://i.scdn.co/image/ab6761610000e5eb58b4b9419486550f6fda0535
89,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,84,k-pop,12025252,https://i.scdn.co/image/ab6761610000e5eb99395276fc18bcf3e7e0b57e
90,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,78,emo,12633506,https://i.scdn.co/image/ab6761610000e5ebb256ae9a4b82bfff97776ae2
91,P!nk,1KCSPY1glIKqW2TotWuXOR,82,None,17957408,https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588
92,Ovy On The Drums,3m5qlPf2OkihLz3dRYnkPA,86,reggaeton,1284294,https://i.scdn.co/image/ab6761610000e5ebbf7270a270d27e1b6c5b847e
93,ABBA,0LcJLqbBmaGUft1e9Mm8HV,84,None,14298384,https://i.scdn.co/image/ab6761610000e5eb81a5ec3c9b4a6750440904d8
94,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,79,None,2875765,https://i.scdn.co/image/ab6761610000e5eb626686e362d30246e816cc5b
95,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,77,"country, pop country",5703861,https://i.scdn.co/image/ab6761610000e5eb6c17bec75f51429ff10766a9
96,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,76,country,1539722,https://i.scdn.co/image/ab6761610000e5eb65e8f64d816cc8d5550dd585
97,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,81,None,11890892,https://i.scdn.co/image/ab6761610000e5eb4c2b62d4748524454a6f99b0
98,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,82,None,13075452,https://i.scdn.co/image/ab6761610000e5ebc3cd7dc428871e8985d62b9a
99,Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,81,None,3302406,https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b
100,Tyga,5LHRHt1k9lMyONurDHEdrp,81,None,7207955,https://i.scdn.co/image/ab6761610000e5ebc0aa5c92c47f7e766074edce
101,Nelly,2gBjLmx6zQnFGQJCAQpRgw,78,None,3510052,https://i.scdn.co/image/3677690af58abb70a5c5fd58d69db4d1ad705d4f
102,benny blanco,5CiGnKThu5ctn9pBxv7DGa,81,None,1491761,https://i.scdn.co/image/ab6761610000e5eb9e339e423b680759b0006a63
103,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,75,"country, pop country, acoustic country",5552098,https://i.scdn.co/image/ab6761610000e5ebaa2d9bd207a62adc3edf6631
104,John Mayer,0hEurMDQu99nJRq8pTxO14,79,singer-songwriter,6180237,https://i.scdn.co/image/ab6761610000e5ebe926dd683e1700a6d65bd835
105,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,83,None,35072684,https://i.scdn.co/image/ab6761610000e5eb76470faf6330235edbcb90a9
106,Imogen Heap,6Xb4ezwoAQC4516kI89nWz,79,None,1028121,https://i.scdn.co/image/ab6761610000e5eb7ed0386d30b59531eddd34ba
107,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,75,country,7457458,https://i.scdn.co/image/ab6761610000e5ebaa03b29eb3a550f139fbb955
108,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,81,"r&b, neo soul",12643446,https://i.scdn.co/image/ab6761610000e5ebebfd16a3bca87c31c1e20576
109,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,77,"yacht rock, soft rock",2742979,https://i.scdn.co/image/ab6761610000e5ebae81417d966e209b735b1160
110,Grupo Firme,1dKdetem2xEmjgvyymzytS,82,"banda, corrido, norteño, sierreño, grupera, música mexicana, corridos bélicos",14909005,https://i.scdn.co/image/ab6761610000e5ebcd251af2268da17c3d967164
111,Jin,5vV3bFXnN6D6N3Nj4xRvaV,85,k-pop,9173090,https://i.scdn.co/image/ab6761610000e5eb88d8bdd33e8395f94af933b7
112,G-Eazy,02kJSzxNuaWGqwubyUba0Z,79,None,6073668,https://i.scdn.co/image/ab6761610000e5ebd0f55babbbdcfab188016110
113,Tucker Wetmore,4sCKpwwEsgReZxjtKFm2A0,74,country,428655,https://i.scdn.co/image/ab6761610000e5ebdbf7547beca0a0ce3eef2f2b
114,ROSÉ,3eVa5w3URK5duf6eyVDbu9,83,k-pop,11907456,https://i.scdn.co/image/ab6761610000e5ebcfb4350222919670128ff2dc
115,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,78,surf rock,4009419,https://i.scdn.co/image/ab6761610000e5eb9555a0b3231117c8cde1fca7
116,Clave Especial,0NlNru2YcUz6RbnpYGQz26,80,"corrido, corridos tumbados, corridos bélicos",821491,https://i.scdn.co/image/ab6761610000e5eb48bba396bdff5135a91478d4
117,ERNEST,4GGfAshSkqoxpZdoaHm7ky,74,country,295369,https://i.scdn.co/image/ab6761610000e5eb34a15150fefea5ff90f5be2a
118,Madonna,6tbjWDEIzxoDsBA1FuhfPW,82,None,8590296,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b
119,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,80,None,11791692,https://i.scdn.co/image/ab6761610000e5ebcea575e8c9519d4367984256
120,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,80,baroque pop,7119232,https://i.scdn.co/image/ab6761610000e5ebe3c37f869b830d1cf1ec829a
121,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,80,"corrido, corridos bélicos, corridos tumbados, electro corridos, norteño, música mexicana, banda, sad sierreño, dembow belico, sierreño",5788452,https://i.scdn.co/image/ab6761610000e5eb9508af8df57e8aeb9ca50aeb
122,MARINA,6CwfuxIqcltXDGjfZsMd9A,78,None,6042023,https://i.scdn.co/image/ab6761610000e5eb4b482c79edd367dea0258224
123,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,78,None,3258416,https://i.scdn.co/image/ab6761610000e5ebe7b66b8c4ba729848574df7a
124,Luis Miguel,2nszmSgqreHSdJA3zWPyrW,84,"mariachi, bolero, latin pop, villancicos",19495887,https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29
125,Los Tigres Del Norte,3hYtANQYrE6pd2PbtEyTIy,79,"norteño, corrido, ranchera, banda, grupera, música mexicana, cumbia norteña",7129908,https://i.scdn.co/image/ab6761610000e5eb1306b2b87b62721032d33004
126,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,81,k-pop,7280606,https://i.scdn.co/image/ab6761610000e5eb593f35db6f6837e1047a5e33
127,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,73,country,1686682,https://i.scdn.co/image/ab6761610000e5ebcf94739cd8366fe8b8db4ebe
128,Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,78,None,22121702,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
129,Los Dareyes De La Sierra,1ZMJSCQw8DIefcLb1FIpY0,81,"corrido, corridos bélicos, corridos tumbados, sierreño, electro corridos, dembow belico, banda, música mexicana",1486600,https://i.scdn.co/image/ab6761610000e5ebc359c45424238322821e2670
130,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,80,None,12480371,https://i.scdn.co/image/ab6761610000e5eb94cf6c87c82ddb0eade61eb0
131,j-hope,0b1sIQumIAsNbqAoIClSpy,83,"k-pop, k-rap",18633974,https://i.scdn.co/image/ab6761610000e5eb25c2401c3595f0ac35e19b98
132,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,80,None,4482640,https://i.scdn.co/image/ab6761610000e5ebd2ce0bf5614b54bd44e059d5
133,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,79,None,7095387,https://i.scdn.co/image/ab6761610000e5eb81df2fa2f937029ec986bbb8
134,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,77,None,7717442,https://i.scdn.co/image/ab6761610000e5eb5cd01c30fed1be9b09b75514
135,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,83,k-pop,17821649,https://i.scdn.co/image/ab6761610000e5eb40a7268dd742e5f63759b960
136,James Arthur,4IWBUUAFIplrNtaOHcJPRM,83,soft pop,20349937,https://i.scdn.co/image/ab6761610000e5eb5a55e66595e80fb12dc5f5fa
137,Jimin,1oSPZhvZMIrWW5I41kPkkY,83,k-pop,10311492,https://i.scdn.co/image/ab6761610000e5ebcb08296cca5a2d197caabb79
138,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,79,None,27173127,https://i.scdn.co/image/ab6761610000e5ebe106fea940fcf250f8dd5bfe
139,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,82,"soft pop, pop",24752630,https://i.scdn.co/image/ab6761610000e5ebd5594e3ae145bbb2c096366d
140,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,80,None,9026022,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779
141,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,80,None,9674750,https://i.scdn.co/image/ab6761610000e5ebead1540fa76796266fadba33
142,Wizkid,3tVQdUvClmAT7URs9V3rsp,82,"afrobeats, afrobeat, afropop, azonto, afroswing, afro r&b, afropiano",8324572,https://i.scdn.co/image/ab6761610000e5ebe6ef803356b45ee5a9fa7a8a
143,KATSEYE,3c0gDdb9lhnHGFtP4prQpn,80,k-pop,2077237,https://i.scdn.co/image/ab6761610000e5eb58b591ae35d4c5c660e03d65
144,Macklemore,3JhNCzhSMTxs9WLGJJxWOY,79,None,2715797,https://i.scdn.co/image/ab6761610000e5eb488b3b242f97163a7f8e17b9
145,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,75,None,5091850,https://i.scdn.co/image/ab6761610000e5eb8ffb1b02e4435c5176b28ed2
146,AJR,6s22t5Y3prQHyaHWUN1R1C,74,None,3598810,https://i.scdn.co/image/ab6761610000e5ebe65fa0329c232ac6f5040f80
147,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,79,None,5122437,https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251
148,Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,78,bedroom pop,6547372,https://i.scdn.co/image/ab6761610000e5ebee3852e6b5500f0af5315609
149,F1 The Album,3aly4xJOy3LVznzvRIvFYC,79,None,71748,https://i.scdn.co/image/ab6761610000e5eb7f4f23b9eba34d35ac86e6a8
150,Bob Dylan,74ASZWbe4lXaubB36ztrGX,77,"folk rock, folk, singer-songwriter, roots rock, country rock",7189916,https://i.scdn.co/image/ab6761610000e5eb791742524609864273747ef5
151,Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK,78,"corrido, norteño, cumbia norteña, música mexicana, banda",4036176,https://i.scdn.co/image/ab6761610000e5eb88abc33494ac89655dc80fa2
152,The Police,5NGO30tJxFlKixkPSgXcFE,80,None,7220677,https://i.scdn.co/image/1f73a61faca2942cd5ea29c2143184db8645f0b3
153,Latto,3MdXrJWsbVzdn6fe5JYkSQ,78,None,2094770,https://i.scdn.co/image/ab6761610000e5eba11b0b5c37498f5dddb1bd7b
154,Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,77,None,6919901,https://i.scdn.co/image/ab6761610000e5eb64b94bebbaee56f793e24853
155,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,74,"yacht rock, classic rock, soft rock, southern rock",2761686,https://i.scdn.co/image/ab6761610000e5eb28f5622994674caec36fd95c
156,Train,3FUY2gzHeIiaesXtOAdB7A,77,soft pop,4485878,https://i.scdn.co/image/ab6761610000e5ebeb96a88993a929eaadbe4864
157,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,82,"latin pop, latin",11728652,https://i.scdn.co/image/ab6761610000e5eb4fa1405802a42c665b0f2dd1
158,Connor Price,5zixe6AbgXPqt4c1uSl94L,75,None,1684347,https://i.scdn.co/image/ab6761610000e5ebafcbf01b8912c5a6976866ce
159,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,88,"sertanejo, sertanejo universitário, arrocha, agronejo",27840890,https://i.scdn.co/image/ab6761610000e5eb4dcd8a3bff84cd7703892cf4
160,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,83,k-pop,13326215,https://i.scdn.co/image/ab6761610000e5eb8da3a229445fd3cd896cdd5c
161,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,79,None,15756041,https://i.scdn.co/image/ab6761610000e5eb365984489dac7a79eac204e3
162,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,79,None,11237915,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51
163,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,81,None,7562162,https://i.scdn.co/image/ab6761610000e5eb44968b056b6979c120b0dcf1
164,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,76,None,12071576,https://i.scdn.co/image/ab6761610000e5eb084f36c2ae2da4a02494e1e5
