,name,id,popularity,genres,followers,image_url
925,The Human League,1aX2dmV8XoHYCOQRxjPESG,66,"new wave, synthpop",1245281,https://i.scdn.co/image/ab6761610000e5eb2aeee2aea5a1a1e3b76b0501
926,JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,69,"mandopop, c-pop, taiwanese pop",3662155,https://i.scdn.co/image/ab6761610000e5eb181b3f24c2a457e7fa3edb59
927,Ella Eyre,66TrUkUZ3RM29dqeDQRgyA,67,None,864958,https://i.scdn.co/image/ab6761610000e5ebe620f02deaab7e5c6d161958
928,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,69,None,874174,https://i.scdn.co/image/ab6761610000e5eb15ad2860f59979308151bdc5
929,Loreen,49aaHxvAJ0tCh0F15OnwIl,70,europop,1195636,https://i.scdn.co/image/ab6761610000e5eb41763765387d46c3e127de37
930,MacKenzie Porter,6nXco5Q3cJJ0ZutnBOsSpq,60,country,86374,https://i.scdn.co/image/ab6761610000e5eb51b6932a264835e6b55661d7
931,Victony,1E5hfn5BduN2nnoZCJmUVG,70,"afrobeats, afrobeat, afropop, afropiano, afro r&b, alté, afro soul, amapiano",1775590,https://i.scdn.co/image/ab6761610000e5eb2d98f7145b95d591be045e09
932,RBD,7cjh6y0V9SsyCrWSXTzwOs,69,latin pop,2057305,https://i.scdn.co/image/ab6761610000e5eb4b907f634ce7a7fd94f9ff6c
933,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,64,indie,425317,https://i.scdn.co/image/ab6761610000e5eb515b60a11a600efe53f5bbd8
934,NOTD,5jAMCwdNHWr7JThxtMuEyy,63,None,320089,https://i.scdn.co/image/ab6761610000e5ebefad82d14906269313783133
935,BANNERS,4qWnlmXWuGv2TtuxtIWlJX,66,None,716135,https://i.scdn.co/image/ab6761610000e5eb8d3bcf6e02576325ec246d34
936,PVRIS,6oFs3qk4VepIVFdoD4jmsy,62,None,710392,https://i.scdn.co/image/ab6761610000e5ebcb455882a724905a59af80f0
937,SHINee,2hRQKC0gqlZGPrmUKbcchR,66,k-pop,3260548,https://i.scdn.co/image/ab6761610000e5ebf6e777bb4a99ac7ddd55c762
938,NATTAN,1SXhEXzOTF7YeuQX59m7pT,74,"piseiro, forró, sertanejo, arrocha, brega, seresta",3572771,https://i.scdn.co/image/ab6761610000e5ebef8fb5a30181f7bd16483478
939,Raim Laode,5LcNPa8f8bRmZqELgoRFkN,74,"indonesian pop, indonesian indie",1368705,https://i.scdn.co/image/ab6761610000e5eb174b50236b922ca76b03a155
940,TJ Monterde,7LvDTuFCBv08xm6u1pOMK0,73,"opm, p-pop, harana, bisrock, kundiman, pinoy r&b",5241881,https://i.scdn.co/image/ab6761610000e5eb2598127d529b55dcb37d1428
941,Boz Scaggs,46njgd2Rq9tZc4ZjeQMgbh,60,"yacht rock, aor",845308,https://i.scdn.co/image/ab6761610000e5eb143feea39a3275bfc4ea5f11
942,Music Travel Love,2qNrJcE9LjzPdiXbrjkqFa,70,None,1116190,https://i.scdn.co/image/ab6761610000e5ebcc1aa7c14ffc81ede107333c
943,Macklemore & Ryan Lewis,6WLvgbfYXQPO396oJEYCsi,65,None,15884,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec
944,Christian Chávez,0aMqt2uGLuHj4eI8oXgVzN,69,latin pop,188071,https://i.scdn.co/image/ab6761610000e5eb119b3d58323ce3337c30e1f3
945,Madhubanti Bagchi,4ojkMVHjuDZgDXSJy5qs2h,72,"bollywood, hindi pop",169649,https://i.scdn.co/image/ab6761610000e5ebd2e401323c697e59fdfd03b8
946,Nivel,5aHKxMwIrPVwy4m6FTOiXK,60,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana",743011,https://i.scdn.co/image/ab6761610000e5ebf7ae9df2ffe89296f85ca829
947,Conner Smith,0y2FPygoi6LVc75pxCgsMk,58,country,105379,https://i.scdn.co/image/ab6761610000e5eb8632a91c364543538f7b48f2
948,PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1,73,"funk, brazilian funk, funk pop, funk carioca, brega funk, brazilian pop",2976143,https://i.scdn.co/image/ab6761610000e5eb170bd6c7063ca25bebc4de93
949,Polo & Pan,45yEuthJ9yq1rNXAOpBnqM,66,"french indie pop, french house",863077,https://i.scdn.co/image/ab6761610000e5ebb3a1dfb61289ad814c46d564
950,Neeraj Shridhar,3tHD07u1ON4uHxmnT9rwqZ,72,"bollywood, desi, hindi pop",2876748,https://i.scdn.co/image/ab67616d0000b2739af3c9aafa0e3460495544c0
951,Christopher von Uckermann,5O8cudluftNZ6PCwRzvYxo,69,None,148557,https://i.scdn.co/image/ab6761610000e5ebdbf915391a107cabb32a9e1a
952,Alvvays,3kzwYV3OCB010YfXMF0Avt,60,"dream pop, shoegaze, jangle pop, indie",614770,https://i.scdn.co/image/ab6761610000e5eba24052fe3c780cb8ca6e69c6
953,Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6,73,"bollywood, hindi pop, desi",4814400,https://i.scdn.co/image/ab6761610000e5ebc1559c29cb61d249075a8b86
954,Morray,44vREmJC0OlVZjZaGLqVEd,60,None,270090,https://i.scdn.co/image/ab6761610000e5eb1bd9ca94cd74e4bc0a48c141
955,Dhanush,2F3KtUVtrt2GLjcl6pB4cz,73,"tamil dance, tamil pop, kollywood",13395076,https://i.scdn.co/image/ab6761610000e5eb4624051fef26f472c786d7c0
956,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,69,acoustic pop,3065908,https://i.scdn.co/image/ab6761610000e5eb227c30a483da30759b462071
957,Tiara Andini,0kPb52ySN2k9P6wEZPTUzm,74,"indonesian pop, malay",9285613,https://i.scdn.co/image/ab6761610000e5eb0efc934dafb8d9c4ba3ef1f9
958,Divya Kumar,0NErdIJtuKBjtxKmlqaWdj,72,"bollywood, gujarati garba, hindi pop, desi, gujarati pop",944726,https://i.scdn.co/image/ab6761610000e5eb83a8f2d61713ae45395f79ad
959,Shaan,5cB4d4jPYjMT326sjihQ4m,72,"bollywood, hindi pop, desi, bangla pop",8885330,https://i.scdn.co/image/ab6761610000e5eb2573d940f1062a6646891e50
960,BANKS,2xe8IXgCTpwHE3eA9hTs4n,61,None,1085255,https://i.scdn.co/image/ab6761610000e5ebd288efeb8eec2d65d2e52bcb
961,Danna Paola,5xSx2FM8mQnrfgM1QsHniB,70,None,5072256,https://i.scdn.co/image/ab6761610000e5eb59b79097fcde8799fe8ce71b
962,The Pointer Sisters,2kreKea2n96dXjcyAU9j5N,66,disco,1119259,https://i.scdn.co/image/ab6772690000c46c8c57ac844d8c2170149462e3
963,João Gilberto,77ZUbcdoU5KCPHNUl8bgQy,66,"bossa nova, brazilian jazz, samba, latin jazz, cool jazz, jazz, mpb",681126,https://i.scdn.co/image/ab6761610000e5ebc18449a640fefd04cfe62359
964,Ejae,60zQmrKu2GiveOybrvx5Wj,72,None,14777,https://i.scdn.co/image/ab6761610000e5ebb94b3787436b112664c402ed
965,Arthur Nery,7uDdl5V5AETSFY7K3muu22,73,"opm, harana, p-pop, pinoy r&b, kundiman, pinoy indie",7602679,https://i.scdn.co/image/ab6761610000e5eb41ec19055abd29650aea6a55
966,Linea Personal,5Bb18koIu6bYuvZWzYKkLJ,61,"corrido, corridos tumbados, sad sierreño, corridos bélicos",97871,https://i.scdn.co/image/ab6761610000e5ebbd8daedc988c02b0db5ca9be
967,Victoria Justice,2OTfr6S2kuHRYStjt1IkY6,61,None,956675,https://i.scdn.co/image/ab6761610000e5eb73ce8213e969323cec17549e
968,Player,0fgtHVpOPfXb07S8Jx443z,63,yacht rock,177833,https://i.scdn.co/image/d7ff464ac91876da5a5e74539c4dde2675785031
969,Alfonso Herrera,0veZkZPeWoJQ9gt6VAXlkN,69,None,9530,https://i.scdn.co/image/ab67616d0000b2735c01f000c3d60a468bf61181
970,Priscilla Block,6BpvASijzSWj7gnZD4Dvf1,58,country,178982,https://i.scdn.co/image/ab6761610000e5eb81a74bb59408918568d76a32
971,Bacilos,1mux8L6xg2Cmrc7k0wQczl,69,"colombian pop, latin pop",2007037,https://i.scdn.co/image/ab6761610000e5eb2ac7dc75e8e0ba7ae2e03158
972,Seal,5GtMEZEeFFsuHY8ad4kOxv,66,None,2022542,https://i.scdn.co/image/ab6761610000e5ebe29f9c69aad50e33fa61805a
973,Iam Tongi,4HRMz0O4zNGfvgpDWYNiS3,62,None,278107,https://i.scdn.co/image/ab6761610000e5eb95e431f663098c4beea80d2e
974,Voz De Mando,5sLCZx5RvQ1Cv6kguDLCLx,64,"corrido, banda, norteño, música mexicana",1963689,https://i.scdn.co/image/ab6761610000e5ebfb940d6cfbd71fbc171ed687
975,NEIKED,5H6xmHXjsq98NLbEjuE29f,63,None,182023,https://i.scdn.co/image/ab6761610000e5eba4bf6df5107fe7b721066b97
976,Lustra,3IJ770I1QPmwVp7yug0eJ4,61,None,104679,https://i.scdn.co/image/c698206363529f2c7189a98f19e61f23dfb78533
977,Ashley Cooke,2qwXeRk8VBAegbUnf3xdyi,59,country,167670,https://i.scdn.co/image/ab6761610000e5ebb94e80ba5fbe5e956f6936f6
978,Mahalini,3wOsYKZM0zcKNasi3I7fP4,74,"indonesian pop, malay",17794051,https://i.scdn.co/image/ab6761610000e5eb78f6113f97f95c2823030a7b
979,Q' Lokura,7dlkBH23ERFXxuNoMHq94Y,74,"cuarteto, cumbia",1770871,https://i.scdn.co/image/ab6761610000e5eb47bf8f02b36d11bcf5a88374
980,Clayton & Romário,1tKrZaph4cLsnEdqC5BNEQ,73,"sertanejo, sertanejo universitário, agronejo, arrocha",589219,https://i.scdn.co/image/ab6761610000e5eb7501506e02eeab70cc15112d
981,Shilpi Raj,12HVwm3qt6gOkKhDoj00m4,74,"bhojpuri pop, bhojiwood",939873,https://i.scdn.co/image/ab6761610000e5eb34b1b490b6090336abbae4af
982,Ilaiyaraaja,3m49WVMU4zCkaVEKb8kFW7,73,"tamil pop, kollywood",13816978,https://i.scdn.co/image/ab6761610000e5ebec891c36864eb59b28f65cf8
983,BRELAND,0C86lmpnwiyLDUiyo4d0P1,59,"country, country hip hop",129523,https://i.scdn.co/image/ab6761610000e5ebd5b0c4069dc9565f4a632952
984,The Zombies,2jgPkn6LuUazBoBk6vvjh5,61,"baroque pop, psychedelic rock",1053339,https://i.scdn.co/image/ab6761610000e5eb4bbeb54a562d3de858825979
985,Tom Jones,1T0wRBO0CK0vK8ouUMqEl5,67,None,1160956,https://i.scdn.co/image/ab6761610000e5eb03dc1982d985027835b2ef60
986,December Avenue,4qFxP3qN9GsnZDOkAE6x2m,73,"opm, pinoy indie, p-pop, harana, pinoy alternative, kundiman, pinoy rock",7340471,https://i.scdn.co/image/ab6761610000e5eb7b8ae390b5eb066ba9b83cf7
987,The Vamps,7gAppWoH7pcYmphCVTXkzs,67,None,5946670,https://i.scdn.co/image/ab6761610000e5eb77ef80571a40d9d19cf52208
988,Los Chavalitos,49EltEYUgnAeLArhavWfT0,64,"corrido, corridos bélicos",257120,https://i.scdn.co/image/ab6761610000e5ebb545fdc2a0debc4077f5b600
989,Rupert Holmes,0TqIPD4IS1w4e30R38B3vj,62,yacht rock,129653,https://i.scdn.co/image/e1dc3194e0bdb35d1c0200eb50f9dc6dcb301888
990,Culture Club,6kz53iCdBSqhQCZ21CoLcc,66,None,1743324,https://i.scdn.co/image/ab6761610000e5eb5903965a15551fd12feb8b87
991,NDX A.K.A.,1IDBhlpDyKr53UKKxXRHXD,74,"lagu jawa, dangdut, funkot",5720755,https://i.scdn.co/image/ab6761610000e5eb8398c5a4735d08bc7b23206c
992,Jesse McCartney,2Hjj68yyUPiC0HKEOigcEp,61,None,1055391,https://i.scdn.co/image/ab6761610000e5eb6910fb4dd7f57ab18539b8ae
993,Adèle Castillon,4ueh4hmRvt62k4BgP8dIS0,68,"french pop, french indie pop",129460,https://i.scdn.co/image/ab6761610000e5ebd36fcc4c671b7f5d08e810be
994,KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL,64,None,457753,https://i.scdn.co/image/ab6761610000e5eb8457f57bc526c37bd804b924
995,Alex Ubago,2tY2GFdhH0Wa2VBvsxew5X,70,latin pop,2792795,https://i.scdn.co/image/ab6761610000e5eb771399a6f8fb2feed554daf7
996,Río Roma,2O3v9rCTzLhPFaGaAVgZLt,69,latin pop,3309996,https://i.scdn.co/image/ab6761610000e5eb6ff6495627125d8d4158e64e
997,Lasso,3SCOuAxngTC1yGjKMcIPEd,70,None,1037810,https://i.scdn.co/image/ab6761610000e5eb86adc679ceeaa4faaab3cd82
998,Steffany Gretzinger,2akNRvGNB400IDDUMr1PHW,60,"worship, pop worship, christian",489143,https://i.scdn.co/image/ab6761610000e5eb01f9589a53453c6a02563166
999,The Four Seasons,4uHsvbEomrfo1KXllQ9K3s,61,None,13591,https://i.scdn.co/image/ab67616d0000b273206e2e76c3a706e4734d18ab
1000,Genki Rockets,2BTv9lh3eK1jzB1vc3tW6x,23,"j-dance, j-pop",16600,https://i.scdn.co/image/ab6761610000e5ebab823bdd0ee416d0fd95e2ae
1001,Gene Rockwell,10JZkvi2NuyvCIuRDppggx,25,None,11994,https://i.scdn.co/image/ab67616d0000b273d6b1abafc5724e017bdef5c0
1002,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,91,"nu metal, rap metal, rock, alternative metal",30449435,https://i.scdn.co/image/ab6761610000e5eba49c7eec5131a21a0bfb737b
1003,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,88,"art rock, alternative rock",12551518,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd
1004,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,88,"indie, garage rock",30702032,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f
1005,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,86,"classic rock, psychedelic rock",30113596,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433
1006,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,86,"funk rock, alternative rock, rock",22666224,https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8
1007,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,86,None,25479356,https://i.scdn.co/image/ab6761610000e5eb61a7ea26d33ded218cd1e59d
1008,Metallica,2ye2Wgw4gimLv2eAKyk1NB,85,"metal, thrash metal, rock, heavy metal, hard rock",31039019,https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44
1009,Nirvana,6olE6TJLqED3rqDCT0FyPh,84,"grunge, rock",22465406,https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b
1010,Queen,1dfeR4HaWDbWqFHLkxsg1d,86,"classic rock, rock, glam rock",54196396,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
1011,Nickelback,6deZN1bslXzeGvOLaLMOIF,82,"post-grunge, rock",7632031,https://i.scdn.co/image/ab6761610000e5eb4ad382f899596d8c7b9e8e09
1012,Tame Impala,5INjqkS1o8h1imAzPqGZBb,83,"neo-psychedelic, indie",8951439,https://i.scdn.co/image/ab6761610000e5eb90357ef28b3a012a1d1b2fa2
1013,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,82,soft rock,7040870,https://i.scdn.co/image/ab6761610000e5ebb34057d59275011032ef8bc8
1014,Elton John,3PhoLpVuITZKcymswpck5b,84,None,15037050,https://i.scdn.co/image/ab6761610000e5eb0dc33a1c53bb58a84b45d6a7
1015,AC/DC,711MCceyCBcFnzjGY4Q7Un,84,"rock, hard rock, classic rock, rock and roll",31457676,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37
1016,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,80,"post-grunge, rock",6975238,https://i.scdn.co/image/ab6761610000e5eb2e619cf7c1577485d14c2043
1017,HARDY,5QNm7E7RU2m64l6Gliu8Oy,76,"country, country rock",1379745,https://i.scdn.co/image/ab6761610000e5eb3e7e5b8c09a44d49a95bd842
1018,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,82,"progressive rock, psychedelic rock, classic rock, art rock, rock",22168838,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa
1019,Sublime,0EdvGhlC1FkGItLOWQzG4J,76,"reggae rock, ska punk, ska",3263716,https://i.scdn.co/image/ab6761610000e5ebe726280500259dbdb97a8be4
1020,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,78,"grunge, post-grunge",5929912,https://i.scdn.co/image/ab6761610000e5eb6114a63659d0d5c0a801f733
1021,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,80,"classic rock, rock, hard rock, rock and roll",15594339,https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e
1022,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,81,"classic rock, rock",15371277,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8
1023,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,81,"classic rock, southern rock, country rock",7669168,https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506
1024,Creed,43sZBwHjahUvgbx1WNIkIz,77,post-grunge,4049175,https://i.scdn.co/image/ab6761610000e5eb0d86c8971cc4d6fa63d58bae
1025,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,83,"rock, glam metal, hard rock, classic rock",34119188,https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c
1026,Weezer,3jOstUTkEu2JkjvRdBA5Gu,77,alternative rock,4361340,https://i.scdn.co/image/ab6761610000e5eb3cd35451daa1b690cfbbb2d4
1027,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,77,"southern rock, classic rock, rock",5691892,https://i.scdn.co/image/ab6761610000e5eb451eb07ddc6e68d3e474c2bf
1028,The Killers,0C0XlULifJtAgn6ZNCW2eu,80,alternative rock,7851132,https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a
1029,wifiskeleton,0TvvDswOgvPbgSPK2RDf62,78,None,350477,https://i.scdn.co/image/ab6761610000e5eb15ff476675200f8bed35d114
1030,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,76,None,4180460,https://i.scdn.co/image/ab6761610000e5eb766df8f443e0160f7b35545d
1031,Journey,0rvjqX7ttXeg3mTy8Xscbt,77,"aor, classic rock",6265441,https://i.scdn.co/image/ab6761610000e5ebe848dfb35ea4969099662dfd
1032,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,80,"punk, skate punk",6382500,https://i.scdn.co/image/ab6761610000e5ebffb1ffb7c417745cdad67b88
1033,Shinedown,70BYFdaZbEKbeauJ670ysI,74,"post-grunge, alternative metal, rock",4424701,https://i.scdn.co/image/ab6761610000e5eb5c83ee58ebb4cfeed8a528e2
1034,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,79,"rock, post-grunge, alternative rock, grunge",12674169,https://i.scdn.co/image/ab6761610000e5ebc884df599abc793c116cdf15
1035,Warren Zeiders,7kplJl06UmldxLKseURAYi,74,country,1005758,https://i.scdn.co/image/ab6761610000e5eb6574e5f85334cd9520a279e8
1036,The Strokes,0epOFNiUfyON9EYx7Tpr6V,78,"garage rock, indie rock, alternative rock",6311956,https://i.scdn.co/image/ab6761610000e5ebc3b137793230f4043feb0089
1037,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,78,"grunge, rock, post-grunge",9666070,https://i.scdn.co/image/ab6761610000e5ebe431fb8ba17cdee73e4ce08a
1038,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,80,"rockabilly, rock and roll",10725493,https://i.scdn.co/image/ab6761610000e5eb9a93e273380982dff84c0d7c
1039,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,74,"alternative metal, post-grunge, rock, hard rock",5027541,https://i.scdn.co/image/ab6761610000e5ebff528d242b11fdc4261d05da
1040,Stick Figure,5SXEylV07TC57eanSxxg4R,73,"reggae, reggae rock, roots reggae",825795,https://i.scdn.co/image/ab6761610000e5eba0f1123095d7e00b8d9fc8ed
1041,The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,76,"alternative rock, rock",5846575,https://i.scdn.co/image/ab6761610000e5eba7f80939b43d9efe1ca73a22
1042,Bon Jovi,58lV9VcRSjABbAbfWS6skp,81,"glam metal, rock",15236980,https://i.scdn.co/image/ab6761610000e5eb52aade0d2ea19706074da4b9
1043,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,79,"glam rock, art rock",11481475,https://i.scdn.co/image/ab6761610000e5ebb78f77c5583ae99472dd4a49
1044,Maná,7okwEbXzyT2VffBmyQBWLz,81,"rock en español, latin rock, mexican rock, latin pop",13008741,https://i.scdn.co/image/ab6761610000e5eb152dcec8175d19fb12eeb8e0
1045,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,78,None,5673792,https://i.scdn.co/image/ab6761610000e5eb6fc940f2e99875ced9bafed0
1046,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,75,post-grunge,4773709,https://i.scdn.co/image/ab6761610000e5eb2064b57344edc592454c8090
1047,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,78,"classic rock, rock",15586128,https://i.scdn.co/image/ab6761610000e5ebc5733401b4689b2064458e7d
1048,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,75,"glam metal, classic rock, rock, hard rock",6657264,https://i.scdn.co/image/ab6761610000e5ebd8475001d2700686e1008dfb
1049,Ghost,1Qp56T7n950O3EGMsSl81D,78,"metal, hard rock",3631516,https://i.scdn.co/image/ab6761610000e5eb2d972470f1f8110be7c07017
1050,Whiskey Myers,26opZSJcXshCmCwxgZQmBc,71,"red dirt, texas country, southern rock, outlaw country, country, country rock",1062478,https://i.scdn.co/image/ab6761610000e5ebfc0b83a5fa1caaaa7c93b1a1
1051,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,80,classic rock,8534933,https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393
1052,Staind,5KDIH2gF0VpelTqyQS7udb,72,"post-grunge, nu metal, alternative metal",2833092,https://i.scdn.co/image/ab6761610000e5eba43eff361de1d811e2d17adb
1053,Skillet,49bzE5vRBRIota4qeHtQM8,77,"christian rock, christian alternative rock, christian",5665469,https://i.scdn.co/image/ab6761610000e5eb8d1be46721e37bc398ec96e7
1054,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,72,classic rock,3017454,https://i.scdn.co/image/ab6761610000e5eb560685c65ae33b3ffbda7f19
1055,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,75,"glam metal, hard rock, glam rock",5765305,https://i.scdn.co/image/ab6761610000e5ebab0922f900e6c22b8ef4c01c
1056,Artemas,0PCCGZ0wGLizHt2KZ7hhA2,78,None,1271550,https://i.scdn.co/image/ab6761610000e5eb9a3764f3c4a8650bd6666b8a
1057,Seether,6B5c4sch27tWHAGdarpPaW,72,"post-grunge, alternative metal, rock",3722269,https://i.scdn.co/image/ab6761610000e5ebbab1b739387a6e515dd2f160
1058,U2,51Blml2LZPmy7TTiAg47vQ,79,rock,13325281,https://i.scdn.co/image/ab6761610000e5ebe62be215d2ee31bcd97edaba
1059,Muse,12Chz98pHFMPJEknJQMWvI,79,"alternative rock, rock",8318400,https://i.scdn.co/image/ab6761610000e5eba16a11aa5842607c88a8d8a9
1060,Incubus,3YcBF2ttyueytpXtEzn1Za,73,"nu metal, funk rock, alternative metal, alternative rock",3554508,https://i.scdn.co/image/ab6761610000e5ebefb25d9bd279b10bb362a476
1061,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,76,"metal, heavy metal, rock, stoner rock, doom metal, hard rock, classic rock",8955086,https://i.scdn.co/image/ab6761610000e5eb4870cd833ebe1092601820c3
1062,TOOL,2yEwvVSSSUkcLeSTNyHKh8,73,"progressive metal, alternative metal, progressive rock, metal",4303841,https://i.scdn.co/image/ab6761610000e5eb13f5472b709101616c87cba3
1063,i wanna be a jack-o-lantern,2kU94AZG0xEVKnOUKDbEfg,75,None,50075,https://i.scdn.co/image/ab6761610000e5ebead996a2a87a8ea49918f789
1064,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,75,art rock,4353038,https://i.scdn.co/image/ab6761610000e5eb6ee22df4403027ae525ced87
1065,Chevelle,56dO9zeHKuU5Gvfc2kxHNw,70,"alternative metal, nu metal, post-grunge, hard rock",2043585,https://i.scdn.co/image/ab6761610000e5eb6411cad01afe7d60b448dabc
1066,Bob Seger,485uL27bPomh29R4JmQehQ,72,classic rock,2762351,https://i.scdn.co/image/ab6761610000e5ebd98e2abb8fbebc2e2340f178
1067,Khruangbin,2mVVjNmdjXZZDvhgQWiakk,74,neo-psychedelic,2119689,https://i.scdn.co/image/ab6761610000e5eba63dfeecf7c8d2acf3eeee6b
1068,Prince,5a2EaR3hamoenG9rDuVn8j,74,funk rock,7731624,https://i.scdn.co/image/ab6761610000e5ebeaca358712b3fe4ed9814640
1069,Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,72,"grunge, alternative rock, post-grunge, rock",3864793,https://i.scdn.co/image/ab6761610000e5eb4bb64f87db255d76538b905f
1070,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,73,"glam metal, glam rock, classic rock",5492524,https://i.scdn.co/image/ab6761610000e5eb695e45d9945ce1f8e5fa5c54
1071,Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,69,"jam band, psychedelic rock, acid rock",1992250,https://i.scdn.co/image/ab6761610000e5ebe9aa458c09e4cf7c32232f4a
1072,Foreigner,6IRouO5mvvfcyxtPDKMYFN,75,"aor, classic rock",3660074,https://i.scdn.co/image/ab6761610000e5ebb338d6964565206f741d5ad1
1073,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,72,classic rock,2866519,https://i.scdn.co/image/ab6761610000e5eb1ef0346826481e5cf1979096
1074,Kid Rock,7dOBabd5O4CvKrg4iriHTM,71,None,2919858,https://i.scdn.co/image/ab6761610000e5eb2306846cafba63385008dc21
1075,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,74,"rap metal, rap rock, alternative metal, nu metal",6692682,https://i.scdn.co/image/ab6761610000e5ebda4bd2b213cae330e2a4a901
1076,Foster The People,7gP3bB2nilZXLfPHJhMdvc,74,None,4000103,https://i.scdn.co/image/ab6761610000e5eb22b8e662f0cfdddac8ab22bb
1077,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,74,"blues rock, garage rock, modern blues, rock",4124321,https://i.scdn.co/image/ab6761610000e5eb2383f032c2aebc76cf3780ed
1078,The Backseat Lovers,6p2HnfM955TI1bX34dkLnI,70,None,816709,https://i.scdn.co/image/ab6761610000e5eb42ba5ff4f62126b3c96803f6
1079,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,69,"country, country rock, country hip hop, acoustic country",3028328,https://i.scdn.co/image/ab6761610000e5eb28402571625bf9e42a443e20
1080,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,69,None,1713715,https://i.scdn.co/image/ab6761610000e5eb6b1e8135b0741308a3f38ded
1081,Neil Young,6v8FB84lnmJs434UJf2Mrm,74,"classic rock, folk rock, singer-songwriter, roots rock",3239760,https://i.scdn.co/image/ab6761610000e5ebbae8276dffd864ebac759b76
1082,Soundgarden,5xUf6j4upBrXZPg6AI4MRK,72,"grunge, post-grunge, hard rock",4907591,https://i.scdn.co/image/ab6761610000e5ebafa254b2a224584485286526
1083,Beastie Boys,03r4iKL2g2442PT9n2UKsx,71,"rap rock, old school hip hop, east coast hip hop, hip hop",3088785,https://i.scdn.co/image/705bcd56dc5dbf9ebc578a3ba8094e6d622862c2
